,,text,target,Text,text_final
36,40458,"Hear more about the impact of the COVID-19 crisis on energy consumption, oil prices, human capital strategy, and ESG. Join us: https://t.co/QWr1b6KP1y",0,"['hear', 'more', 'about', 'the', 'impact', 'of', 'the', 'covid-19', 'crisis', 'on', 'energy', 'consumption', ',', 'oil', 'prices', ',', 'human', 'capital', 'strategy', ',', 'and', 'esg', '.', 'join', 'us', ':', 'https', ':', '//t.co/qwr1b6kp1y']","['hear', 'impact', 'crisis', 'energy', 'consumption', 'oil', 'price', 'human', 'capital', 'strategy', 'esg', 'join', 'u', 'http']"
37,34970,"Consumers may not be shopping in physical stores, but they are clearly researching and purchasing products online, V12's Anders Ekman said. https://t.co/9bhsVzMsNX

#Retail #Apparel #Footwear #Sales #eCommerce #Coronavirus",2,"['consumers', 'may', 'not', 'be', 'shopping', 'in', 'physical', 'stores', ',', 'but', 'they', 'are', 'clearly', 'researching', 'and', 'purchasing', 'products', 'online', ',', 'v12', ""'s"", 'anders', 'ekman', 'said', '.', 'https', ':', '//t.co/9bhsvzmsnx', '#', 'retail', '#', 'apparel', '#', 'footwear', '#', 'sales', '#', 'ecommerce', '#', 'coronavirus']","['consumer', 'may', 'shop', 'physical', 'store', 'clearly', 'research', 'purchasing', 'product', 'online', 'anders', 'ekman', 'say', 'http', 'retail', 'apparel', 'footwear', 'sale', 'ecommerce', 'coronavirus']"
38,39711,Gold edged down on Monday as investors booked profits after prices hit a one month high last week 19,2,"['gold', 'edged', 'down', 'on', 'monday', 'as', 'investors', 'booked', 'profits', 'after', 'prices', 'hit', 'a', 'one', 'month', 'high', 'last', 'week', '19']","['gold', 'edge', 'monday', 'investor', 'book', 'profit', 'price', 'hit', 'one', 'month', 'high', 'last', 'week']"
39,40862,Small Businesses in Canada want an 'emergency commercial rent relief program' while the Bank of Canada and CMHC inflate real estate prices to combat COVID-19 https://t.co/r1p8X7WKdk,0,"['small', 'businesses', 'in', 'canada', 'want', 'an', ""'emergency"", 'commercial', 'rent', 'relief', 'program', ""'"", 'while', 'the', 'bank', 'of', 'canada', 'and', 'cmhc', 'inflate', 'real', 'estate', 'prices', 'to', 'combat', 'covid-19', 'https', ':', '//t.co/r1p8x7wkdk']","['small', 'business', 'canada', 'want', 'commercial', 'rent', 'relief', 'program', 'bank', 'canada', 'cmhc', 'inflate', 'real', 'estate', 'price', 'combat', 'http']"
40,35179,"The single pair of gloves you're using at the supermarket are useless, Karen. Stay home and save your money. Let the professionals use those gloves you keep tossing in the parking lot to save lives. #coronavirus #supporthealthcareworkers",2,"['the', 'single', 'pair', 'of', 'gloves', 'you', ""'re"", 'using', 'at', 'the', 'supermarket', 'are', 'useless', ',', 'karen', '.', 'stay', 'home', 'and', 'save', 'your', 'money', '.', 'let', 'the', 'professionals', 'use', 'those', 'gloves', 'you', 'keep', 'tossing', 'in', 'the', 'parking', 'lot', 'to', 'save', 'lives', '.', '#', 'coronavirus', '#', 'supporthealthcareworkers']","['single', 'pair', 'glove', 'use', 'supermarket', 'useless', 'karen', 'stay', 'home', 'save', 'money', 'let', 'professional', 'use', 'glove', 'keep', 'toss', 'parking', 'lot', 'save', 'life', 'coronavirus', 'supporthealthcareworkers']"
41,40088,"Well America, get out to panic buy meat. The far left news channel @CNN is irresponsibly covering that there will be food shortages, and that the cashiers are dying. They create the panic, and smile when they film the chaos. #coronavirus #COVID2019 #COVID19 #Covid_19",0,"['well', 'america', ',', 'get', 'out', 'to', 'panic', 'buy', 'meat', '.', 'the', 'far', 'left', 'news', 'channel', '@', 'cnn', 'is', 'irresponsibly', 'covering', 'that', 'there', 'will', 'be', 'food', 'shortages', ',', 'and', 'that', 'the', 'cashiers', 'are', 'dying', '.', 'they', 'create', 'the', 'panic', ',', 'and', 'smile', 'when', 'they', 'film', 'the', 'chaos', '.', '#', 'coronavirus', '#', 'covid2019', '#', 'covid19', '#', 'covid_19']","['well', 'america', 'get', 'panic', 'buy', 'meat', 'far', 'left', 'news', 'channel', 'cnn', 'irresponsibly', 'cover', 'food', 'shortage', 'cashier', 'die', 'create', 'panic', 'smile', 'film', 'chaos', 'coronavirus']"
42,36086,is a wake up call to end sky high medicine prices We urge the EU to ensure that public funding into treatment research results in medicines that are affordable to all Read our media release hot off the press,2,"['is', 'a', 'wake', 'up', 'call', 'to', 'end', 'sky', 'high', 'medicine', 'prices', 'we', 'urge', 'the', 'eu', 'to', 'ensure', 'that', 'public', 'funding', 'into', 'treatment', 'research', 'results', 'in', 'medicines', 'that', 'are', 'affordable', 'to', 'all', 'read', 'our', 'media', 'release', 'hot', 'off', 'the', 'press']","['wake', 'call', 'end', 'sky', 'high', 'medicine', 'price', 'urge', 'eu', 'ensure', 'public', 'funding', 'treatment', 'research', 'result', 'medicine', 'affordable', 'read', 'medium', 'release', 'hot', 'press']"
43,36000,"Just got out of my PRISMA Supermarket in Vaasa, #Finland. #SocialDistancing is pretty much not practiced at all, NOT ONE PERSON had a facemask on, not even the @sryhma employees. Is the #COVID19 Pandemic already over, @MarinSanna? #korona https://t.co/38QKr0zVFa",2,"['just', 'got', 'out', 'of', 'my', 'prisma', 'supermarket', 'in', 'vaasa', ',', '#', 'finland', '.', '#', 'socialdistancing', 'is', 'pretty', 'much', 'not', 'practiced', 'at', 'all', ',', 'not', 'one', 'person', 'had', 'a', 'facemask', 'on', ',', 'not', 'even', 'the', '@', 'sryhma', 'employees', '.', 'is', 'the', '#', 'covid19', 'pandemic', 'already', 'over', ',', '@', 'marinsanna', '?', '#', 'korona', 'https', ':', '//t.co/38qkr0zvfa']","['get', 'prisma', 'supermarket', 'vaasa', 'finland', 'socialdistancing', 'pretty', 'much', 'practice', 'one', 'person', 'facemask', 'even', 'sryhma', 'employee', 'pandemic', 'already', 'marinsanna', 'korona', 'http']"
44,38578,Best analysis IÂve seen of the impact of Covid 19 on consumer spending  https://t.co/C5ksKh75aQ,2,"['best', 'analysis', 'iâ\x92ve', 'seen', 'of', 'the', 'impact', 'of', 'covid', '19', 'on', 'consumer', 'spending', 'https', ':', '//t.co/c5kskh75aq']","['best', 'analysis', 'see', 'impact', 'covid', 'consumer', 'spending', 'http']"
45,35808,"Hey #datafam! Did you know that root touch up kits recently have had a 341% search volume growth? I recently collaborated with 
@spatenyc to produce an in-depth analysis of consumer trends amidst the COVID-19 Pandemic. Check out the infographic here!
.
.
.
https://t.co/Msh3nMF7Cc https://t.co/xxXRRrFRK7",2,"['hey', '#', 'datafam', '!', 'did', 'you', 'know', 'that', 'root', 'touch', 'up', 'kits', 'recently', 'have', 'had', 'a', '341', '%', 'search', 'volume', 'growth', '?', 'i', 'recently', 'collaborated', 'with', '@', 'spatenyc', 'to', 'produce', 'an', 'in-depth', 'analysis', 'of', 'consumer', 'trends', 'amidst', 'the', 'covid-19', 'pandemic', '.', 'check', 'out', 'the', 'infographic', 'here', '!', '.', '.', '.', 'https', ':', '//t.co/msh3nmf7cc', 'https', ':', '//t.co/xxxrrrfrk7']","['hey', 'datafam', 'know', 'root', 'touch', 'kit', 'recently', 'search', 'volume', 'growth', 'recently', 'collaborate', 'spatenyc', 'produce', 'analysis', 'consumer', 'trend', 'amidst', 'pandemic', 'check', 'infographic', 'http', 'http']"
46,33526,The currently recommends covering your mouth amp nose with a cloth face cover when around others and when leaving the house to go to places such as the grocery store Find more safety precautions for#PH patients by visiting PHA s COVID 19 web page,2,"['the', 'currently', 'recommends', 'covering', 'your', 'mouth', 'amp', 'nose', 'with', 'a', 'cloth', 'face', 'cover', 'when', 'around', 'others', 'and', 'when', 'leaving', 'the', 'house', 'to', 'go', 'to', 'places', 'such', 'as', 'the', 'grocery', 'store', 'find', 'more', 'safety', 'precautions', 'for', '#', 'ph', 'patients', 'by', 'visiting', 'pha', 's', 'covid', '19', 'web', 'page']","['currently', 'recommend', 'cover', 'mouth', 'amp', 'nose', 'cloth', 'face', 'cover', 'around', 'others', 'leave', 'house', 'go', 'place', 'grocery', 'store', 'find', 'safety', 'precaution', 'ph', 'patient', 'visit', 'pha', 'covid', 'web', 'page']"
47,32909,"While the world is fighting against COVID-19, let's all of us take the pledge to be more alert, careful, kind towards one and all. We want to thank all the healthcare professionals, medical team, policemen, supermarket and vegetable vendors who are risking their lives everyday. https://t.co/PtJJ79J9SE",2,"['while', 'the', 'world', 'is', 'fighting', 'against', 'covid-19', ',', 'let', ""'s"", 'all', 'of', 'us', 'take', 'the', 'pledge', 'to', 'be', 'more', 'alert', ',', 'careful', ',', 'kind', 'towards', 'one', 'and', 'all', '.', 'we', 'want', 'to', 'thank', 'all', 'the', 'healthcare', 'professionals', ',', 'medical', 'team', ',', 'policemen', ',', 'supermarket', 'and', 'vegetable', 'vendors', 'who', 'are', 'risking', 'their', 'lives', 'everyday', '.', 'https', ':', '//t.co/ptjj79j9se']","['world', 'fight', 'let', 'u', 'take', 'pledge', 'alert', 'careful', 'kind', 'towards', 'one', 'want', 'thank', 'healthcare', 'professional', 'medical', 'team', 'policeman', 'supermarket', 'vegetable', 'vendor', 'risk', 'life', 'everyday', 'http']"
48,37833,"Homeless shelters have reduced capacity or closed their doors altogether, while access to food has quickly diminished as demand at food banks has skyrocketed due to COVID-19 Â pushing those without a home further toward the fringes of society and economy. https://t.co/0tVNWtd3M4 https://t.co/zh0UPubedH",0,"['homeless', 'shelters', 'have', 'reduced', 'capacity', 'or', 'closed', 'their', 'doors', 'altogether', ',', 'while', 'access', 'to', 'food', 'has', 'quickly', 'diminished', 'as', 'demand', 'at', 'food', 'banks', 'has', 'skyrocketed', 'due', 'to', 'covid-19', 'â\x97', 'pushing', 'those', 'without', 'a', 'home', 'further', 'toward', 'the', 'fringes', 'of', 'society', 'and', 'economy', '.', 'https', ':', '//t.co/0tvnwtd3m4', 'https', ':', '//t.co/zh0upubedh']","['homeless', 'shelter', 'reduce', 'capacity', 'close', 'door', 'altogether', 'access', 'food', 'quickly', 'diminish', 'demand', 'food', 'bank', 'skyrocket', 'due', 'push', 'without', 'home', 'toward', 'fringe', 'society', 'economy', 'http', 'http']"
49,38797,"#Coronavirus lingers in air longer than previously thought, scientists claim. #Researchers find particles carrying the virus can remain in the air for several minutes after a #COVID-19 sufferer coughs. https://t.co/EcuOEeUsS9",0,"['#', 'coronavirus', 'lingers', 'in', 'air', 'longer', 'than', 'previously', 'thought', ',', 'scientists', 'claim', '.', '#', 'researchers', 'find', 'particles', 'carrying', 'the', 'virus', 'can', 'remain', 'in', 'the', 'air', 'for', 'several', 'minutes', 'after', 'a', '#', 'covid-19', 'sufferer', 'coughs', '.', 'https', ':', '//t.co/ecuoeeuss9']","['coronavirus', 'lingers', 'air', 'long', 'previously', 'think', 'scientist', 'claim', 'researcher', 'find', 'particle', 'carry', 'virus', 'remain', 'air', 'several', 'minute', 'sufferer', 'cough', 'http']"
50,37204,75. News: President Trump directs agriculture chief to expedite help to American farmers as many are forced to dump their excess stock and cattle prices drop dramatically amid coronavirus shutdowns https://t.co/VcwsMjuK6W #Trump #News #ShareTheNews #CoronaVirus,0,"['75.', 'news', ':', 'president', 'trump', 'directs', 'agriculture', 'chief', 'to', 'expedite', 'help', 'to', 'american', 'farmers', 'as', 'many', 'are', 'forced', 'to', 'dump', 'their', 'excess', 'stock', 'and', 'cattle', 'prices', 'drop', 'dramatically', 'amid', 'coronavirus', 'shutdowns', 'https', ':', '//t.co/vcwsmjuk6w', '#', 'trump', '#', 'news', '#', 'sharethenews', '#', 'coronavirus']","['news', 'president', 'trump', 'direct', 'agriculture', 'chief', 'expedite', 'help', 'american', 'farmer', 'many', 'force', 'dump', 'excess', 'stock', 'cattle', 'price', 'drop', 'dramatically', 'amid', 'coronavirus', 'shutdown', 'http', 'trump', 'news', 'sharethenews', 'coronavirus']"
51,34275,"@VodafoneUK
Just received a text that you're increasing my monthly plan by 2.5% ""in line with the UK inflation rate"".
Are you seriously raising your prices during the Coronavirus lockdown when people are so reliant on phones to keep in touch ?! #vodaf",2,"['@', 'vodafoneuk', 'just', 'received', 'a', 'text', 'that', 'you', ""'re"", 'increasing', 'my', 'monthly', 'plan', 'by', '2.5', '%', '``', 'in', 'line', 'with', 'the', 'uk', 'inflation', 'rate', ""''"", '.', 'are', 'you', 'seriously', 'raising', 'your', 'prices', 'during', 'the', 'coronavirus', 'lockdown', 'when', 'people', 'are', 'so', 'reliant', 'on', 'phones', 'to', 'keep', 'in', 'touch', '?', '!', '#', 'vodaf']","['vodafoneuk', 'receive', 'text', 'increase', 'monthly', 'plan', 'line', 'uk', 'inflation', 'rate', 'seriously', 'raise', 'price', 'coronavirus', 'lockdown', 'people', 'reliant', 'phone', 'keep', 'touch', 'vodaf']"
52,38497,"Donations will lead to corruption &amp; petty politics, if you wanna give walk into a supermarket buy goods go give  to one family  in your estate who are starving or in a slum,Trust me donations zitapewa matajiri na watu politicians wanajua #Ulafi #StayHome #COVID__19 @Opesh_",0,"['donations', 'will', 'lead', 'to', 'corruption', '&', 'amp', ';', 'petty', 'politics', ',', 'if', 'you', 'wan', 'na', 'give', 'walk', 'into', 'a', 'supermarket', 'buy', 'goods', 'go', 'give', 'to', 'one', 'family', 'in', 'your', 'estate', 'who', 'are', 'starving', 'or', 'in', 'a', 'slum', ',', 'trust', 'me', 'donations', 'zitapewa', 'matajiri', 'na', 'watu', 'politicians', 'wanajua', '#', 'ulafi', '#', 'stayhome', '#', 'covid__19', '@', 'opesh_']","['donation', 'lead', 'corruption', 'amp', 'petty', 'politics', 'wan', 'na', 'give', 'walk', 'supermarket', 'buy', 'good', 'go', 'give', 'one', 'family', 'estate', 'starve', 'slum', 'trust', 'donation', 'zitapewa', 'matajiri', 'na', 'watu', 'politician', 'wanajua', 'ulafi', 'stayhome']"
53,35954,"So, @VP, what is our master plan for the next wave of #coronavirus ?
Â  Widely available testing
Â  Accurate reporting
Â  A Pandemic Team
Â  Adequate stocks of PPE
Â  Home KitÂs w/ sanitizer, masks, etc.
Â  An actual document to read
Â  A strategy vs. tactics",2,"['so', ',', '@', 'vp', ',', 'what', 'is', 'our', 'master', 'plan', 'for', 'the', 'next', 'wave', 'of', '#', 'coronavirus', '?', 'â\x95', 'widely', 'available', 'testing', 'â\x95', 'accurate', 'reporting', 'â\x95', 'a', 'pandemic', 'team', 'â\x95', 'adequate', 'stocks', 'of', 'ppe', 'â\x95', 'home', 'kitâ\x92s', 'w/', 'sanitizer', ',', 'masks', ',', 'etc', '.', 'â\x95', 'an', 'actual', 'document', 'to', 'read', 'â\x95', 'a', 'strategy', 'vs.', 'tactics']","['vp', 'master', 'plan', 'next', 'wave', 'coronavirus', 'widely', 'available', 'test', 'accurate', 'reporting', 'pandemic', 'team', 'adequate', 'stock', 'ppe', 'home', 'sanitizer', 'mask', 'etc', 'actual', 'document', 'read', 'strategy', 'tactic']"
54,39984,"News, social media, digital content, mindfulness &amp; home cooking on the up while work and remote learning down in the UK. Almost exact opposite in China as the nation begins to reopen. Fascinating consumer attitude research around coronavirus from McKinsey https://t.co/SsVRKaFsgb https://t.co/dgxKg6TOJA",2,"['news', ',', 'social', 'media', ',', 'digital', 'content', ',', 'mindfulness', '&', 'amp', ';', 'home', 'cooking', 'on', 'the', 'up', 'while', 'work', 'and', 'remote', 'learning', 'down', 'in', 'the', 'uk', '.', 'almost', 'exact', 'opposite', 'in', 'china', 'as', 'the', 'nation', 'begins', 'to', 'reopen', '.', 'fascinating', 'consumer', 'attitude', 'research', 'around', 'coronavirus', 'from', 'mckinsey', 'https', ':', '//t.co/ssvrkafsgb', 'https', ':', '//t.co/dgxkg6toja']","['news', 'social', 'medium', 'digital', 'content', 'mindfulness', 'amp', 'home', 'cooking', 'work', 'remote', 'learn', 'uk', 'almost', 'exact', 'opposite', 'china', 'nation', 'begin', 'reopen', 'fascinate', 'consumer', 'attitude', 'research', 'around', 'coronavirus', 'mckinsey', 'http', 'http']"
55,37927,Mary Kay Inc. will dedicate part of its global supply chain and manufacturing capabilities to pro-ducing much-needed hand sanitizer. #coronavirus #beautynews #sanitizer #manufacturing https://t.co/PVNXB5QWHs,2,"['mary', 'kay', 'inc.', 'will', 'dedicate', 'part', 'of', 'its', 'global', 'supply', 'chain', 'and', 'manufacturing', 'capabilities', 'to', 'pro-ducing', 'much-needed', 'hand', 'sanitizer', '.', '#', 'coronavirus', '#', 'beautynews', '#', 'sanitizer', '#', 'manufacturing', 'https', ':', '//t.co/pvnxb5qwhs']","['mary', 'kay', 'dedicate', 'part', 'global', 'supply', 'chain', 'manufacturing', 'capability', 'hand', 'sanitizer', 'coronavirus', 'beautynews', 'sanitizer', 'manufacture', 'http']"
